Data da Venda,Nome do Produto,Categoria do Produto,Preço Unitário do Produto,Custo de Produção Unitário,Quantidade Vendida,Nome do Funcionário,Região do Fast Food,Tempo de Atendimento (min),Tipo de Atendimento,Nome do Cliente,Idade do Cliente,Gênero do Cliente,Email do Cliente,Valor Total de Venda,Custo Total de Produção,Lucro,Horário do Pedido,Estado
08/05/2022, Sundae  ,Sobremesa ,7.99,3,8,Jay Rice,Centro,4,Delivery,Carrie Walsh,44,Masculino,christopher96@stewart.com,63.92,24,39.92,Noite,Illinois (IL)
02/25/2022, Refrigerante  ,Bebida ,4.99,1,4,Kelly Barnes,Oeste,11,Balcão,Janet Dean,37,Masculino,hollandlouis@smith-bruce.info,19.96,4,15.96,Noite,California (CA)
01/25/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,10,Renee Stewart,Centro,14,Drive-Thru,Matthew Martinez,41,Feminino,hawkinsnicholas@yahoo.com,149.9,70,79.9,Noite,Illinois (IL)
07/20/2023, Batata Frita  ,Acompanhamento ,9.99,3,10,Amy Mcdonald,Sul,13,Balcão,Charles Alvarado,36,Masculino,vsmith@evans-velasquez.com,99.9,30,69.9,Noite,Texas (TX)
08/23/2023, Sundae  ,Sobremesa ,7.99,3,8,Erika Potter,Oeste,2,Drive-Thru,Nicholas White,53,Feminino,anthony12@yahoo.com,63.92,24,39.92,Noite,California (CA)
03/14/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,7,Derrick Phillips,Oeste,10,Drive-Thru,Courtney Murphy,51,Feminino,oyoder@hotmail.com,104.93,49,55.93000000000001,Noite,California (CA)
06/20/2023, Sundae  ,Sobremesa ,7.99,3,4,Gregory Rivera,Leste,8,Balcão,Holly Baldwin,54,Masculino,vazquezkimberly@flowers-ramos.biz,31.96,12,19.96,Noite,Florida (FL)
07/02/2022, Batata Frita  ,Acompanhamento ,9.99,3,4,Christopher Hughes,Norte,3,Delivery,Maria French,57,Masculino,oliverrebecca@hotmail.com,39.96,12,27.96,Noite,New York (NY)
03/25/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,10,Stephen Martin,Oeste,11,Delivery,Jonathan Evans,45,Feminino,adam65@hampton.com,199.9,100,99.89999999999998,Noite,California (CA)
08/02/2022, Milkshake  ,Sobremesa ,10.99,5,8,Joseph Collins,Sul,11,Drive-Thru,Lee Moore,59,Feminino,daniel01@gmail.com,87.92,40,47.92,Noite,Texas (TX)
01/16/2023, Sundae  ,Sobremesa ,7.99,3,5,Jordan Romero,Oeste,9,Drive-Thru,Jacqueline Brown,21,Masculino,darylowens@hotmail.com,39.95,15,24.950000000000003,Noite,California (CA)
08/29/2022, Milkshake  ,Sobremesa ,10.99,5,6,Jenna Payne,Oeste,11,Delivery,Eduardo Taylor,28,Feminino,janicemassey@andrews-williams.net,65.94,30,35.94,Noite,California (CA)
12/23/2021, Hambúrguer Simples  ,Hambúrguer ,14.99,7,1,Lisa Butler,Sul,13,Balcão,Anthony Brooks,29,Masculino,donald20@hotmail.com,14.99,7,7.99,Noite,Texas (TX)
06/08/2022, Milkshake  ,Sobremesa ,10.99,5,3,Joshua Lopez,Sul,8,Delivery,Alexis Fields,58,Masculino,lisacameron@davis-glover.info,32.97,15,17.97,Noite,Texas (TX)
11/08/2021, Batata Frita  ,Acompanhamento ,9.99,3,1,Samantha Kirby,Sul,3,Balcão,Kayla Diaz,53,Feminino,greendavid@gmail.com,9.99,3,6.99,Noite,Texas (TX)
05/07/2022, Sundae  ,Sobremesa ,7.99,3,10,Gary Bryant,Sul,13,Balcão,Krista Barnes,45,Masculino,craigtonya@yahoo.com,79.9,30,49.900000000000006,Noite,Texas (TX)
05/22/2022, Refrigerante  ,Bebida ,4.99,1,9,Corey Mason,Norte,12,Drive-Thru,Matthew Cook,33,Masculino,michael12@hotmail.com,44.91,9,35.910000000000004,Noite,New York (NY)
03/17/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,7,Jessica Bowman,Centro,1,Balcão,Carla Briggs,24,Masculino,qrichardson@yahoo.com,139.92999999999998,70,69.92999999999998,Noite,Illinois (IL)
12/10/2021, Sundae  ,Sobremesa ,7.99,3,8,Krista Mullins,Centro,5,Balcão,Samantha Brown,67,Feminino,pcuevas@gmail.com,63.92,24,39.92,Noite,Illinois (IL)
02/20/2022, Refrigerante  ,Bebida ,4.99,1,7,Zachary Mcdonald,Centro,15,Delivery,James Shaffer,27,Masculino,henrytorres@hotmail.com,34.93,7,27.93,Noite,Illinois (IL)
01/10/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,5,Tristan Patterson MD,Oeste,6,Drive-Thru,Catherine Gaines,51,Masculino,brandongarcia@gmail.com,74.95,35,39.95,Noite,California (CA)
03/15/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,1,Jennifer Smith,Oeste,4,Balcão,Breanna King,18,Feminino,karen60@oneal-moore.com,19.99,10,9.989999999999998,Noite,California (CA)
01/15/2023, Batata Frita  ,Acompanhamento ,9.99,3,8,Natalie Morales,Sul,3,Delivery,Janice Carney,28,Masculino,mirandakey@henry.com,79.92,24,55.92,Noite,Texas (TX)
10/12/2022, Refrigerante  ,Bebida ,4.99,1,8,Antonio Reeves,Norte,1,Drive-Thru,Megan Mullins,37,Feminino,dillonleslie@morris-johnson.com,39.92,8,31.92,Noite,New York (NY)
07/26/2022, Batata Frita  ,Acompanhamento ,9.99,3,7,Logan Vasquez,Norte,4,Delivery,Karen Curry,24,Feminino,sergiosilva@nguyen-barnett.info,69.93,21,48.93000000000001,Noite,New York (NY)
10/02/2022, Batata Frita  ,Acompanhamento ,9.99,3,3,Tom Montoya,Centro,10,Delivery,Kelly Griffin,61,Feminino,johnny49@munoz.org,29.97,9,20.97,Noite,Illinois (IL)
10/16/2021, Milkshake  ,Sobremesa ,10.99,5,9,Dr. Melissa Armstrong,Centro,7,Drive-Thru,Matthew Davis,65,Masculino,misty74@george-wheeler.com,98.91,45,53.91,Noite,Illinois (IL)
07/10/2022, Batata Frita  ,Acompanhamento ,9.99,3,1,Devin Johnson,Sul,5,Drive-Thru,Christian Gonzalez,32,Feminino,kylewhite@gmail.com,9.99,3,6.99,Noite,Texas (TX)
10/23/2021, Sundae  ,Sobremesa ,7.99,3,3,Courtney Stone,Centro,11,Drive-Thru,Fred Collins,38,Masculino,davidgomez@pennington.org,23.97,9,14.97,Noite,Illinois (IL)
02/17/2023, Sundae  ,Sobremesa ,7.99,3,6,Scott Wilson,Oeste,15,Delivery,Terry Cummings,49,Feminino,dnguyen@yahoo.com,47.94,18,29.94,Noite,California (CA)
01/31/2022, Milkshake  ,Sobremesa ,10.99,5,5,Jason Barnes,Centro,8,Balcão,Erin Sanchez,29,Feminino,scott97@moyer.com,54.95,25,29.950000000000003,Noite,Illinois (IL)
08/13/2023, Refrigerante  ,Bebida ,4.99,1,8,Christopher Houston,Oeste,5,Balcão,James Harrison,64,Feminino,bryantwilliam@lucas.com,39.92,8,31.92,Noite,California (CA)
12/29/2022, Sundae  ,Sobremesa ,7.99,3,5,Kevin Baldwin,Centro,10,Delivery,Gregory Keller,37,Feminino,amy41@jensen.com,39.95,15,24.950000000000003,Noite,Illinois (IL)
02/02/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,1,Mary Sims,Sul,15,Balcão,Michael Sampson,55,Masculino,alexaschmidt@garcia.com,14.99,7,7.99,Noite,Texas (TX)
09/09/2022, Batata Frita  ,Acompanhamento ,9.99,3,1,Kimberly Edwards,Norte,14,Drive-Thru,Patricia Carroll,22,Feminino,harrisdaniel@yahoo.com,9.99,3,6.99,Noite,New York (NY)
10/28/2021, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,7,Travis Morrow,Oeste,4,Balcão,Gregory Adams,63,Feminino,khantina@colon-spencer.com,139.92999999999998,70,69.92999999999998,Noite,California (CA)
01/30/2022, Refrigerante  ,Bebida ,4.99,1,2,Cody Obrien,Sul,1,Balcão,Cynthia Evans,67,Masculino,johnsonzachary@gmail.com,9.98,2,7.98,Noite,Texas (TX)
11/26/2021, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,8,Gene Evans,Oeste,6,Drive-Thru,Christina Fisher,35,Feminino,fsmith@hotmail.com,159.92,80,79.91999999999999,Noite,California (CA)
11/10/2022, Sundae  ,Sobremesa ,7.99,3,10,Melissa Mendoza,Sul,4,Balcão,Thomas Nguyen,55,Masculino,coryrichardson@oneill.com,79.9,30,49.900000000000006,Noite,Texas (TX)
09/21/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,3,Stephanie Weaver,Leste,11,Balcão,Shannon Phillips,53,Feminino,andrew86@parker-pena.org,44.97,21,23.97,Noite,Florida (FL)
08/29/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,9,Carla King,Leste,9,Delivery,Austin Evans,49,Masculino,robert05@yahoo.com,179.91,90,89.91,Noite,Florida (FL)
02/02/2023, Sundae  ,Sobremesa ,7.99,3,3,Emily Martinez,Oeste,8,Delivery,John Smith,43,Feminino,bcontreras@yahoo.com,23.97,9,14.97,Noite,California (CA)
10/18/2021, Hambúrguer Simples  ,Hambúrguer ,14.99,7,9,Michael Maldonado,Norte,9,Delivery,Robert Hicks,52,Feminino,gbrown@gmail.com,134.91,63,71.91,Noite,New York (NY)
01/08/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,5,Alexis Ross,Centro,1,Balcão,Nathaniel Keller,18,Masculino,marieharris@willis.info,99.95,50,49.94999999999999,Noite,Illinois (IL)
02/25/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,2,Barry Perkins,Oeste,1,Drive-Thru,Angela Lowery,45,Masculino,ashley07@roman-rodriguez.com,29.98,14,15.98,Noite,California (CA)
10/02/2022, Refrigerante  ,Bebida ,4.99,1,2,Maria Landry,Sul,2,Balcão,Victoria Warren,47,Feminino,patrick64@yahoo.com,9.98,2,7.98,Noite,Texas (TX)
02/23/2023, Milkshake  ,Sobremesa ,10.99,5,5,Keith Cooper,Norte,10,Delivery,Crystal Gomez,37,Feminino,greese@pruitt.com,54.95,25,29.950000000000003,Noite,New York (NY)
02/07/2023, Milkshake  ,Sobremesa ,10.99,5,9,Ellen Patterson,Sul,4,Delivery,Melissa Evans,49,Masculino,beverly03@cisneros.org,98.91,45,53.91,Noite,Texas (TX)
03/22/2023, Sundae  ,Sobremesa ,7.99,3,7,Brett Davis,Leste,3,Drive-Thru,Brian Johnson,67,Masculino,john91@jacobs.biz,55.93,21,34.93,Noite,Florida (FL)
06/18/2023, Refrigerante  ,Bebida ,4.99,1,10,Michael Hart,Centro,6,Drive-Thru,Melissa Kelly,46,Masculino,lucastracey@gmail.com,49.900000000000006,10,39.900000000000006,Noite,Illinois (IL)
08/20/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,10,April Carter,Sul,5,Balcão,Darren Cantrell,23,Feminino,sarahclark@armstrong.com,199.9,100,99.89999999999998,Noite,Texas (TX)
11/01/2022, Refrigerante  ,Bebida ,4.99,1,5,Autumn Alexander,Sul,3,Drive-Thru,Annette Byrd,30,Feminino,lindsay00@hotmail.com,24.950000000000003,5,19.950000000000003,Noite,Texas (TX)
04/28/2022, Batata Frita  ,Acompanhamento ,9.99,3,10,Andrew Sloan,Norte,9,Delivery,Mr. John Bentley,20,Feminino,sandrasmith@smith.com,99.9,30,69.9,Noite,New York (NY)
09/29/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,3,Caroline Adams,Norte,2,Delivery,Sara Castro,48,Masculino,underwoodbethany@brown-king.biz,59.97,30,29.97,Noite,New York (NY)
01/29/2022, Batata Frita  ,Acompanhamento ,9.99,3,6,Christina Williams,Leste,10,Drive-Thru,Shannon Walker MD,59,Masculino,john18@miller-jones.com,59.94,18,41.94,Noite,Florida (FL)
05/06/2023, Refrigerante  ,Bebida ,4.99,1,6,Tyler Gilbert,Leste,11,Drive-Thru,Eric Anderson,55,Feminino,victor56@gmail.com,29.94,6,23.94,Noite,Florida (FL)
08/07/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,9,Denise Brooks,Norte,5,Delivery,Mr. James Lopez,63,Feminino,sullivanchristopher@wood.biz,134.91,63,71.91,Noite,New York (NY)
05/04/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,8,James Sanford,Centro,12,Drive-Thru,Omar Scott,22,Feminino,lawsonsteve@parsons.com,159.92,80,79.91999999999999,Noite,Illinois (IL)
12/05/2021, Batata Frita  ,Acompanhamento ,9.99,3,4,Grace Thompson,Norte,5,Balcão,Timothy Lee,25,Masculino,stephanie04@daniels-jones.com,39.96,12,27.96,Noite,New York (NY)
05/31/2022, Sundae  ,Sobremesa ,7.99,3,4,Ruth Mason,Sul,8,Delivery,Luis Charles,34,Feminino,hebertjohn@garner.com,31.96,12,19.96,Noite,Texas (TX)
10/01/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,2,Sarah Patterson,Centro,8,Balcão,Bradley Valdez,40,Masculino,johnsnyder@casey-morris.com,29.98,14,15.98,Noite,Illinois (IL)
12/20/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,2,Jeffrey Molina,Oeste,8,Balcão,Miranda George,63,Masculino,michaelhale@hotmail.com,29.98,14,15.98,Noite,California (CA)
05/20/2022, Sundae  ,Sobremesa ,7.99,3,4,Joshua Mcmahon,Leste,14,Balcão,Valerie King,65,Masculino,zlewis@french.net,31.96,12,19.96,Noite,Florida (FL)
10/14/2022, Milkshake  ,Sobremesa ,10.99,5,3,Kevin Schneider,Oeste,5,Balcão,Angela Jones,64,Feminino,pgrimes@yahoo.com,32.97,15,17.97,Noite,California (CA)
01/24/2023, Sundae  ,Sobremesa ,7.99,3,3,Gary Andrews,Sul,3,Drive-Thru,Christine Mcintyre,55,Feminino,amypowell@ali.com,23.97,9,14.97,Noite,Texas (TX)
05/04/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,3,Melinda Jones,Leste,10,Drive-Thru,John Brown,50,Masculino,kellicross@hotmail.com,44.97,21,23.97,Noite,Florida (FL)
02/12/2022, Milkshake  ,Sobremesa ,10.99,5,4,Ashley Burns,Norte,6,Drive-Thru,Paul Mclaughlin,65,Masculino,ryan68@acosta.biz,43.96,20,23.96,Noite,New York (NY)
09/19/2023, Milkshake  ,Sobremesa ,10.99,5,9,Elizabeth Davis MD,Norte,13,Drive-Thru,Nicholas Gray,19,Masculino,fsmith@yahoo.com,98.91,45,53.91,Noite,New York (NY)
09/11/2023, Milkshake  ,Sobremesa ,10.99,5,3,Ian Ferguson,Oeste,15,Balcão,Tara Velazquez,36,Feminino,jasonanderson@williams.com,32.97,15,17.97,Noite,California (CA)
11/04/2021, Refrigerante  ,Bebida ,4.99,1,9,Russell Bell,Norte,7,Balcão,Savannah Smith,56,Masculino,bnguyen@gmail.com,44.91,9,35.910000000000004,Noite,New York (NY)
07/22/2022, Sundae  ,Sobremesa ,7.99,3,1,Timothy Rogers,Norte,11,Balcão,Bryan Roth,56,Feminino,coxann@yahoo.com,7.99,3,4.99,Noite,New York (NY)
07/30/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,6,Stephanie Estrada,Centro,10,Balcão,Phillip Johnston,64,Masculino,tammy20@gmail.com,89.94,42,47.94,Noite,Illinois (IL)
12/02/2021, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,3,Tanner Newman,Leste,10,Balcão,David Jones,52,Feminino,christopher38@yahoo.com,59.97,30,29.97,Noite,Florida (FL)
08/16/2023, Sundae  ,Sobremesa ,7.99,3,1,Andrew Adams,Norte,14,Drive-Thru,Amanda Hopkins,58,Masculino,dsanford@clark.net,7.99,3,4.99,Noite,New York (NY)
12/23/2022, Sundae  ,Sobremesa ,7.99,3,2,Elizabeth Wilson,Leste,10,Delivery,Laurie Hernandez,66,Feminino,josephwallace@pena-silva.com,15.98,6,9.98,Noite,Florida (FL)
01/12/2023, Batata Frita  ,Acompanhamento ,9.99,3,7,Michael Brown,Norte,15,Drive-Thru,Sergio Brown,21,Masculino,ryancollier@curry.com,69.93,21,48.93000000000001,Noite,New York (NY)
06/13/2022, Refrigerante  ,Bebida ,4.99,1,8,Mrs. Caitlin Miles MD,Leste,2,Delivery,Terri Peters,66,Masculino,xibarra@morgan.net,39.92,8,31.92,Noite,Florida (FL)
10/23/2022, Refrigerante  ,Bebida ,4.99,1,7,Ashley Joyce,Sul,7,Drive-Thru,Lisa Price MD,45,Feminino,mchavez@hernandez-jones.com,34.93,7,27.93,Noite,Texas (TX)
11/30/2021, Milkshake  ,Sobremesa ,10.99,5,5,Lori Middleton,Oeste,8,Delivery,April Martinez,55,Masculino,rodney11@yahoo.com,54.95,25,29.950000000000003,Noite,California (CA)
01/24/2023, Milkshake  ,Sobremesa ,10.99,5,5,Christina Harris,Centro,6,Drive-Thru,Wanda Carney,18,Feminino,ashleymendoza@bauer.com,54.95,25,29.950000000000003,Noite,Illinois (IL)
08/30/2023, Batata Frita  ,Acompanhamento ,9.99,3,4,Jacob Moore,Leste,3,Balcão,Dr. Joseph Graves,44,Feminino,newmanchristopher@yahoo.com,39.96,12,27.96,Noite,Florida (FL)
04/09/2023, Milkshake  ,Sobremesa ,10.99,5,1,Christopher Nguyen,Sul,14,Balcão,Brent King,39,Masculino,kevin21@rodriguez.com,10.99,5,5.99,Noite,Texas (TX)
11/25/2021, Refrigerante  ,Bebida ,4.99,1,1,Melody Mcclain,Norte,10,Drive-Thru,Laura Davis,65,Masculino,muellerjessica@gmail.com,4.99,1,3.99,Noite,New York (NY)
01/30/2022, Batata Frita  ,Acompanhamento ,9.99,3,8,Kristin Hernandez,Norte,2,Delivery,Jennifer Taylor,36,Feminino,alison89@thomas-sanchez.com,79.92,24,55.92,Noite,New York (NY)
06/05/2022, Batata Frita  ,Acompanhamento ,9.99,3,10,Melissa Hoover,Centro,2,Drive-Thru,Andrew Barrera,54,Feminino,murillojesse@hotmail.com,99.9,30,69.9,Noite,Illinois (IL)
02/24/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,9,Brandon Arnold,Centro,10,Drive-Thru,Joshua Williams,23,Feminino,rodriguezlisa@bauer.com,134.91,63,71.91,Noite,Illinois (IL)
01/05/2023, Sundae  ,Sobremesa ,7.99,3,8,Tamara Fischer,Oeste,10,Balcão,Casey Austin,30,Masculino,lmiller@yahoo.com,63.92,24,39.92,Noite,California (CA)
12/13/2021, Batata Frita  ,Acompanhamento ,9.99,3,5,Denise Powell,Sul,1,Delivery,Ashley Scott,30,Feminino,nwilliams@callahan.com,49.95,15,34.95,Noite,Texas (TX)
03/07/2022, Milkshake  ,Sobremesa ,10.99,5,3,Cindy Lucero,Leste,3,Balcão,Janet Melton,62,Feminino,parkerbrian@yahoo.com,32.97,15,17.97,Noite,Florida (FL)
08/22/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,7,Allison Frye,Norte,6,Drive-Thru,Justin Boyd,41,Feminino,dcook@brown-hernandez.com,104.93,49,55.93000000000001,Noite,New York (NY)
02/05/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,4,Brandi Russell,Sul,15,Balcão,John Buckley,25,Masculino,julietorres@nelson.info,79.96,40,39.96,Noite,Texas (TX)
11/01/2022, Sundae  ,Sobremesa ,7.99,3,2,Julia Robinson,Centro,13,Delivery,Sherri Williamson,66,Masculino,hedwards@rodriguez.info,15.98,6,9.98,Noite,Illinois (IL)
11/01/2021, Milkshake  ,Sobremesa ,10.99,5,10,Mary Garcia,Sul,15,Drive-Thru,Robin Mcknight,66,Feminino,craiglove@morales.org,109.9,50,59.900000000000006,Noite,Texas (TX)
02/16/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,4,Terri Gonzalez,Norte,9,Balcão,Kelly Swanson,54,Feminino,martinezrobert@gmail.com,79.96,40,39.96,Noite,New York (NY)
06/23/2023, Sundae  ,Sobremesa ,7.99,3,4,Paul Everett,Norte,9,Drive-Thru,Dylan Adams,24,Feminino,stewartjustin@hotmail.com,31.96,12,19.96,Noite,New York (NY)
08/21/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,7,Gary Beltran,Norte,3,Delivery,Sandy Bailey,37,Masculino,patriciaparks@reyes-acosta.com,104.93,49,55.93000000000001,Noite,New York (NY)
09/20/2023, Milkshake  ,Sobremesa ,10.99,5,6,Travis Hatfield,Norte,11,Drive-Thru,Jonathan Duarte,21,Masculino,ruiztammy@hancock.net,65.94,30,35.94,Noite,New York (NY)
05/29/2023, Sundae  ,Sobremesa ,7.99,3,2,Pamela Carlson,Sul,10,Drive-Thru,Jennifer Shelton,21,Masculino,murraydonald@gmail.com,15.98,6,9.98,Noite,Texas (TX)
09/21/2023, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,7,Jared Powell,Norte,14,Drive-Thru,Bryan Martin,68,Masculino,robert47@horton.com,139.92999999999998,70,69.92999999999998,Noite,New York (NY)
03/09/2022, Batata Frita  ,Acompanhamento ,9.99,3,7,Phyllis Lewis,Leste,6,Drive-Thru,Jason Richmond,32,Masculino,kimberly62@yahoo.com,69.93,21,48.93000000000001,Noite,Florida (FL)
06/27/2023, Milkshake  ,Sobremesa ,10.99,5,1,Richard Pena,Sul,3,Drive-Thru,Brittney Nguyen,69,Feminino,arellanosteven@chavez-trevino.com,10.99,5,5.99,Noite,Texas (TX)
02/20/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,3,Kathryn Hoffman,Norte,4,Delivery,Michael Rodriguez,18,Feminino,uware@gmail.com,44.97,21,23.97,Noite,New York (NY)
10/18/2021, Milkshake  ,Sobremesa ,10.99,5,1,Brent Kent,Oeste,10,Drive-Thru,Bobby Avila,42,Masculino,xhayes@yahoo.com,10.99,5,5.99,Noite,California (CA)
05/08/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,3,Brooke Guerrero,Sul,2,Balcão,Keith Matthews,69,Feminino,michael36@yahoo.com,59.97,30,29.97,Noite,Texas (TX)
09/13/2023, Batata Frita  ,Acompanhamento ,9.99,3,2,James Harvey,Sul,11,Delivery,Mary Andrews,47,Masculino,richardskaitlin@hotmail.com,19.98,6,13.98,Noite,Texas (TX)
03/04/2023, Refrigerante  ,Bebida ,4.99,1,8,Mark Nichols,Leste,5,Delivery,Dr. Cheryl Harrison,42,Masculino,eric49@wright.com,39.92,8,31.92,Noite,Florida (FL)
12/28/2021, Sundae  ,Sobremesa ,7.99,3,5,Brittney Taylor,Oeste,6,Balcão,Randy Barton,42,Masculino,jerryruiz@gmail.com,39.95,15,24.950000000000003,Noite,California (CA)
03/04/2023, Milkshake  ,Sobremesa ,10.99,5,4,Dawn Martin,Centro,2,Balcão,Jessica Jones,49,Masculino,oliverdavid@hansen.info,43.96,20,23.96,Noite,Illinois (IL)
01/23/2022, Batata Frita  ,Acompanhamento ,9.99,3,5,Lauren Bullock,Sul,3,Balcão,Jeffery Archer,41,Feminino,dominic40@hotmail.com,49.95,15,34.95,Noite,Texas (TX)
01/31/2022, Batata Frita  ,Acompanhamento ,9.99,3,10,Veronica Wright,Oeste,7,Drive-Thru,Christian Summers,25,Feminino,daughertydavid@gonzalez.com,99.9,30,69.9,Noite,California (CA)
01/21/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,8,Cory Roberts,Centro,6,Balcão,Cynthia Green,37,Feminino,amanda52@yahoo.com,119.92,56,63.92,Noite,Illinois (IL)
02/28/2023, Milkshake  ,Sobremesa ,10.99,5,10,Deborah Pope,Sul,12,Drive-Thru,Patricia Nelson,50,Masculino,jennifersmith@fischer.com,109.9,50,59.900000000000006,Noite,Texas (TX)
05/22/2022, Milkshake  ,Sobremesa ,10.99,5,8,Wayne Campbell,Sul,15,Balcão,Victor Allen,67,Masculino,ujones@miller-thompson.org,87.92,40,47.92,Noite,Texas (TX)
10/15/2021, Hambúrguer Simples  ,Hambúrguer ,14.99,7,8,Tina Townsend,Oeste,2,Balcão,Glenda Dixon,51,Feminino,ypeterson@hansen-richardson.com,119.92,56,63.92,Noite,California (CA)
03/02/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,5,Megan Russell,Centro,9,Delivery,James Miller,62,Masculino,christina90@mccormick-howard.com,74.95,35,39.95,Noite,Illinois (IL)
10/05/2021, Batata Frita  ,Acompanhamento ,9.99,3,2,Anna Sharp,Leste,13,Balcão,Ethan Cunningham,23,Feminino,david58@lee.com,19.98,6,13.98,Noite,Florida (FL)
06/05/2023, Refrigerante  ,Bebida ,4.99,1,10,Jeremy Huynh,Centro,12,Delivery,Jamie Rodgers,52,Feminino,peterwilliams@hotmail.com,49.900000000000006,10,39.900000000000006,Noite,Illinois (IL)
06/07/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,6,Evelyn Reyes,Centro,8,Delivery,Steven Castaneda,46,Masculino,morrowchelsea@hotmail.com,89.94,42,47.94,Noite,Illinois (IL)
11/20/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,1,Tina Powell,Norte,9,Delivery,Brian Young,66,Feminino,kyle78@white.com,19.99,10,9.989999999999998,Noite,New York (NY)
04/14/2023, Refrigerante  ,Bebida ,4.99,1,10,Cheryl Stevens,Centro,9,Balcão,Laura Montoya,64,Feminino,christopherperry@gmail.com,49.900000000000006,10,39.900000000000006,Noite,Illinois (IL)
05/08/2022, Batata Frita  ,Acompanhamento ,9.99,3,6,Thomas Garcia,Centro,14,Delivery,Ronnie Williams,66,Feminino,dweaver@yahoo.com,59.94,18,41.94,Noite,Illinois (IL)
08/18/2022, Milkshake  ,Sobremesa ,10.99,5,7,Stephanie Meyer,Oeste,4,Delivery,Adam Smith,30,Masculino,ttran@hotmail.com,76.93,35,41.93000000000001,Noite,California (CA)
06/11/2023, Sundae  ,Sobremesa ,7.99,3,10,Kristy Robinson,Oeste,10,Delivery,Jessica Hill,40,Masculino,kevin69@bryant.com,79.9,30,49.900000000000006,Noite,California (CA)
09/26/2023, Milkshake  ,Sobremesa ,10.99,5,4,Diamond Bryant,Sul,1,Drive-Thru,Lindsey Cantrell,20,Feminino,angela14@gmail.com,43.96,20,23.96,Noite,Texas (TX)
09/15/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,5,Robert Jimenez,Norte,6,Balcão,Dennis Elliott,39,Masculino,sallywilliams@parker.com,74.95,35,39.95,Noite,New York (NY)
04/28/2022, Hambúrguer Simples  ,Hambúrguer ,14.99,7,1,Tammy Cummings,Centro,13,Delivery,Brenda Case,67,Feminino,lmclaughlin@gmail.com,14.99,7,7.99,Noite,Illinois (IL)
07/01/2023, Batata Frita  ,Acompanhamento ,9.99,3,4,Misty Ryan,Centro,10,Drive-Thru,Brian Smith,56,Feminino,richardneal@yahoo.com,39.96,12,27.96,Noite,Illinois (IL)
06/11/2022, Hambúrguer Duplo  ,Hambúrguer ,19.99,10,9,Thomas Ryan,Leste,10,Drive-Thru,Erik Sims,31,Feminino,jason32@hotmail.com,179.91,90,89.91,Noite,Florida (FL)
10/18/2022, Milkshake  ,Sobremesa ,10.99,5,8,Susan Byrd,Centro,14,Drive-Thru,Timothy Jimenez,48,Feminino,hernandeztravis@martin.com,87.92,40,47.92,Noite,Illinois (IL)
02/21/2023, Hambúrguer Simples  ,Hambúrguer ,14.99,7,9,Joshua Glass,Centro,7,Delivery,Claudia Patel,43,Feminino,leslie68@young-powell.com,134.91,63,71.91,Noite,Illinois (IL)
06/06/2023, Refrigerante  ,Bebida ,4.99,1,6,Jordan Dixon,Norte,14,Delivery,Ashley Walker,63,Masculino,isabella88@hotmail.com,29.94,6,23.94,Noite,New York (NY)
03/23/2022, Sundae  ,Sobremesa ,7.99,3,10,Jasmine Williams,Leste,12,Delivery,John Myers,31,Masculino,melanie02@yahoo.com,79.9,30,49.900000000000006,Noite,Florida (FL)
