Data da Venda,Nome do Produto,Categoria do Produto,Preço Unitário do Produto,Custo de Produção Unitário,Quantidade Vendida,Nome do Funcionário,Região do Fast Food,Tempo de Atendimento (min),Tipo de Atendimento,Nome do Cliente,Idade do Cliente,Gênero do Cliente,Valor Total de Venda,Custo Total de Produção,Lucro,Estado
2022-05-02,Refrigerante,Bebida,4.99,1,3,Jessica Aguilar,Sul,9,Delivery,Karen Hammond,18,Feminino,14.97,3,11.97,Texas (TX)
2023-09-30,Refrigerante,Bebida,4.99,1,10,Natasha Downs,Centro,11,Drive-Thru,Monica Estes,24,Masculino,49.900000000000006,10,39.900000000000006,Illinois (IL)
2023-09-26,Refrigerante,Bebida,4.99,1,6,Kevin Johnson,Centro,7,Drive-Thru,Richard Bishop,33,Masculino,29.94,6,23.94,Illinois (IL)
2022-11-16,Refrigerante,Bebida,4.99,1,1,Jennifer Morgan,Centro,5,Delivery,Kendra Alvarez,46,Masculino,4.99,1,3.99,Illinois (IL)
2023-06-26,Batata Frita,Acompanhamento,9.99,3,10,Allen Mills,Oeste,14,Drive-Thru,Jennifer Wagner,59,Feminino,99.9,30,69.9,California (CA)
2021-11-22,Hambúrguer Duplo,Hambúrguer,19.99,10,5,Jeffrey White,Sul,5,Drive-Thru,Meghan Dixon,44,Masculino,99.95,50,49.94999999999999,Texas (TX)
2022-02-12,Batata Frita,Acompanhamento,9.99,3,10,Nicole Robinson,Norte,8,Balcão,Charlotte Fischer,43,Masculino,99.9,30,69.9,New York (NY)
2022-07-02,Refrigerante,Bebida,4.99,1,7,Michelle Cox,Centro,8,Balcão,Robin Mills,32,Masculino,34.93,7,27.93,Illinois (IL)
2023-07-08,Milkshake,Sobremesa,10.99,5,4,Amy White,Norte,1,Drive-Thru,Eric Soto,27,Feminino,43.96,20,23.96,New York (NY)
2021-11-18,Batata Frita,Acompanhamento,9.99,3,10,John Pitts,Norte,15,Balcão,Anthony Bennett,26,Feminino,99.9,30,69.9,New York (NY)
2022-10-19,Hambúrguer Simples,Hambúrguer,14.99,7,1,Ashley Perez,Oeste,11,Delivery,Kim Gibson,42,Masculino,14.99,7,7.99,California (CA)
2022-01-22,Milkshake,Sobremesa,10.99,5,10,Raymond Powers,Norte,15,Balcão,Tony Gutierrez,32,Masculino,109.9,50,59.900000000000006,New York (NY)
2022-01-03,Milkshake,Sobremesa,10.99,5,7,Brandon Franklin,Sul,12,Delivery,Courtney Dunn,37,Feminino,76.93,35,41.93000000000001,Texas (TX)
2023-02-11,Sundae,Sobremesa,7.99,3,1,Mark Anderson MD,Oeste,12,Balcão,Brandy Craig,55,Masculino,7.99,3,4.99,California (CA)
2022-09-02,Hambúrguer Duplo,Hambúrguer,19.99,10,4,Bernard Collier,Sul,6,Drive-Thru,Brenda Griffith,57,Feminino,79.96,40,39.96,Texas (TX)
2023-04-02,Batata Frita,Acompanhamento,9.99,3,3,John Brown,Leste,8,Delivery,Pamela Black,47,Feminino,29.97,9,20.97,Florida (FL)
2022-02-25,Refrigerante,Bebida,4.99,1,6,Jennifer Bradford,Centro,9,Delivery,Teresa Wagner,45,Masculino,29.94,6,23.94,Illinois (IL)
2022-02-27,Milkshake,Sobremesa,10.99,5,5,Michael Schmitt,Leste,5,Delivery,Jared Bonilla,34,Masculino,54.95,25,29.950000000000003,Florida (FL)
2021-11-19,Milkshake,Sobremesa,10.99,5,10,Patrick Williams,Sul,4,Balcão,Ethan Vargas,39,Feminino,109.9,50,59.900000000000006,Texas (TX)
2021-11-24,Hambúrguer Simples,Hambúrguer,14.99,7,5,Michael Hartman,Centro,14,Drive-Thru,Eric Johnson,30,Masculino,74.95,35,39.95,Illinois (IL)
2022-06-27,Milkshake,Sobremesa,10.99,5,10,Dawn York,Centro,14,Balcão,Chad Massey,36,Masculino,109.9,50,59.900000000000006,Illinois (IL)
2022-08-02,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Chris Petty,Oeste,15,Balcão,Shane Lopez,56,Masculino,119.94,60,59.94,California (CA)
2023-07-06,Hambúrguer Simples,Hambúrguer,14.99,7,6,Sandra Lee,Oeste,6,Delivery,Louis Evans,70,Feminino,89.94,42,47.94,California (CA)
2023-03-13,Refrigerante,Bebida,4.99,1,2,Thomas Miller,Leste,9,Delivery,Rachel Ford,19,Feminino,9.98,2,7.98,Florida (FL)
2022-03-14,Batata Frita,Acompanhamento,9.99,3,4,Anthony Johnson,Oeste,11,Drive-Thru,Michelle Zhang,34,Masculino,39.96,12,27.96,California (CA)
2022-02-16,Sundae,Sobremesa,7.99,3,9,Marcus Palmer,Norte,12,Balcão,Justin Perry,29,Feminino,71.91,27,44.91,New York (NY)
2021-10-20,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Dean Cowan,Oeste,3,Delivery,Jorge Gallagher,22,Masculino,139.92999999999998,70,69.92999999999998,California (CA)
2023-03-06,Milkshake,Sobremesa,10.99,5,10,Kara Garner,Centro,13,Balcão,Mary Zamora,64,Masculino,109.9,50,59.900000000000006,Illinois (IL)
2022-04-30,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Martha Sanders,Leste,2,Drive-Thru,Shirley Patterson,67,Feminino,139.92999999999998,70,69.92999999999998,Florida (FL)
2021-11-06,Hambúrguer Duplo,Hambúrguer,19.99,10,9,Jamie Fisher,Leste,7,Drive-Thru,Jasmine Blake,19,Feminino,179.91,90,89.91,Florida (FL)
2023-04-06,Milkshake,Sobremesa,10.99,5,9,Brian Mccarthy,Oeste,13,Delivery,Christine Curry,59,Masculino,98.91,45,53.91,California (CA)
2023-07-10,Sundae,Sobremesa,7.99,3,4,Maria Stewart,Oeste,5,Drive-Thru,Adam Mitchell,22,Masculino,31.96,12,19.96,California (CA)
2022-04-17,Milkshake,Sobremesa,10.99,5,3,Debra Livingston DVM,Norte,13,Balcão,Jennifer Knight,19,Feminino,32.97,15,17.97,New York (NY)
2021-10-16,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Valerie Fitzgerald,Leste,2,Delivery,Linda Cochran,51,Feminino,39.98,20,19.98,Florida (FL)
2022-11-09,Sundae,Sobremesa,7.99,3,8,Michael Day,Norte,8,Balcão,Michael Adams,61,Feminino,63.92,24,39.92,New York (NY)
2023-08-18,Hambúrguer Duplo,Hambúrguer,19.99,10,1,Gary Blankenship,Norte,14,Balcão,Tamara Flores,70,Feminino,19.99,10,9.989999999999998,New York (NY)
2022-06-13,Refrigerante,Bebida,4.99,1,7,Amy Pruitt,Oeste,6,Balcão,Christine Gutierrez DDS,61,Masculino,34.93,7,27.93,California (CA)
2022-04-25,Hambúrguer Simples,Hambúrguer,14.99,7,6,James Kramer,Oeste,8,Balcão,Marvin Wagner,61,Masculino,89.94,42,47.94,California (CA)
2023-03-26,Sundae,Sobremesa,7.99,3,8,Andrew Peterson,Norte,3,Delivery,Elizabeth Ward,48,Masculino,63.92,24,39.92,New York (NY)
2023-02-04,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Jennifer Berry,Centro,10,Delivery,Jacob Williams,19,Feminino,39.98,20,19.98,Illinois (IL)
2022-08-18,Batata Frita,Acompanhamento,9.99,3,1,Gary Graham,Norte,13,Balcão,Cheyenne Jones,36,Feminino,9.99,3,6.99,New York (NY)
2023-08-19,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Sarah Manning,Norte,3,Delivery,Nancy Jones,40,Feminino,39.98,20,19.98,New York (NY)
2022-05-23,Milkshake,Sobremesa,10.99,5,6,Gregory Keith,Oeste,15,Drive-Thru,Scott Arnold,51,Feminino,65.94,30,35.94,California (CA)
2022-10-24,Milkshake,Sobremesa,10.99,5,6,Angela Johnson,Norte,14,Balcão,Leah Montgomery,32,Feminino,65.94,30,35.94,New York (NY)
2021-12-29,Hambúrguer Simples,Hambúrguer,14.99,7,6,Matthew Alexander,Oeste,12,Drive-Thru,Dawn Miranda,34,Feminino,89.94,42,47.94,California (CA)
2023-03-30,Milkshake,Sobremesa,10.99,5,6,Sherri Thornton,Sul,4,Delivery,Stephen Parker,68,Masculino,65.94,30,35.94,Texas (TX)
2023-03-21,Hambúrguer Simples,Hambúrguer,14.99,7,1,Jared Green,Norte,12,Delivery,Edgar Smith,35,Feminino,14.99,7,7.99,New York (NY)
2023-06-05,Sundae,Sobremesa,7.99,3,6,Jill Murray,Centro,15,Balcão,Loretta Hill,33,Masculino,47.94,18,29.94,Illinois (IL)
2022-02-28,Sundae,Sobremesa,7.99,3,4,Erin Williamson,Oeste,4,Delivery,Tina Nelson,55,Feminino,31.96,12,19.96,California (CA)
2022-06-01,Milkshake,Sobremesa,10.99,5,6,Beth Bradford,Norte,10,Delivery,Kayla Wong,26,Masculino,65.94,30,35.94,New York (NY)
2023-08-13,Sundae,Sobremesa,7.99,3,10,Maria Stewart,Leste,8,Drive-Thru,Christina Dyer,25,Masculino,79.9,30,49.900000000000006,Florida (FL)
2022-05-18,Milkshake,Sobremesa,10.99,5,3,Randy Schmidt,Norte,14,Delivery,Ian Edwards,58,Masculino,32.97,15,17.97,New York (NY)
2022-04-03,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Kenneth Sanchez,Norte,2,Drive-Thru,Daniel Davidson,63,Masculino,39.98,20,19.98,New York (NY)
2022-07-14,Sundae,Sobremesa,7.99,3,10,Kelli Watson,Norte,2,Balcão,Derek Lopez,21,Masculino,79.9,30,49.900000000000006,New York (NY)
2023-05-28,Hambúrguer Simples,Hambúrguer,14.99,7,6,Edward Mcdonald,Centro,11,Drive-Thru,Mandy Bruce,46,Masculino,89.94,42,47.94,Illinois (IL)
2022-11-19,Refrigerante,Bebida,4.99,1,2,Cassandra Gray,Sul,11,Delivery,Victor Nelson,47,Feminino,9.98,2,7.98,Texas (TX)
2023-07-25,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Laura Davis,Leste,4,Delivery,Michael Hall,61,Feminino,119.94,60,59.94,Florida (FL)
2022-10-12,Milkshake,Sobremesa,10.99,5,8,Mr. Benjamin Hall MD,Centro,10,Balcão,Matthew Miles,29,Feminino,87.92,40,47.92,Illinois (IL)
2023-09-22,Sundae,Sobremesa,7.99,3,2,Mary Bell,Norte,1,Delivery,James Perez,25,Feminino,15.98,6,9.98,New York (NY)
2022-07-03,Sundae,Sobremesa,7.99,3,5,Mark Silva,Leste,5,Balcão,David Mccoy,29,Masculino,39.95,15,24.950000000000003,Florida (FL)
2022-08-11,Milkshake,Sobremesa,10.99,5,2,Kristen Gonzalez,Oeste,7,Delivery,Kayla Hawkins,32,Masculino,21.98,10,11.98,California (CA)
2021-12-02,Hambúrguer Simples,Hambúrguer,14.99,7,2,Robert Frank,Norte,3,Drive-Thru,Kathleen Lamb,30,Masculino,29.98,14,15.98,New York (NY)
2022-11-26,Refrigerante,Bebida,4.99,1,8,Sandra Parsons,Sul,10,Balcão,Kellie Rice,61,Feminino,39.92,8,31.92,Texas (TX)
2023-05-02,Hambúrguer Simples,Hambúrguer,14.99,7,4,Carolyn Simmons,Norte,15,Drive-Thru,Megan Thompson,53,Feminino,59.96,28,31.96,New York (NY)
2022-04-16,Batata Frita,Acompanhamento,9.99,3,10,Mr. Chad Johnson DDS,Oeste,11,Delivery,Samuel Cabrera,45,Feminino,99.9,30,69.9,California (CA)
2023-04-09,Hambúrguer Simples,Hambúrguer,14.99,7,9,Gary Murphy,Norte,5,Drive-Thru,Zachary Valentine,45,Feminino,134.91,63,71.91,New York (NY)
2022-01-27,Sundae,Sobremesa,7.99,3,1,Mr. Cory Johnston,Oeste,4,Drive-Thru,Taylor Ortega,51,Masculino,7.99,3,4.99,California (CA)
2023-04-27,Refrigerante,Bebida,4.99,1,2,Matthew Lopez,Oeste,7,Delivery,Alex Berry,22,Feminino,9.98,2,7.98,California (CA)
2022-01-24,Sundae,Sobremesa,7.99,3,1,Michael Hall,Sul,13,Balcão,Jennifer Ingram,32,Feminino,7.99,3,4.99,Texas (TX)
2023-06-08,Batata Frita,Acompanhamento,9.99,3,5,Mary Pena,Leste,1,Balcão,Kylie Smith,29,Feminino,49.95,15,34.95,Florida (FL)
2022-11-11,Batata Frita,Acompanhamento,9.99,3,5,Corey Martinez,Leste,8,Delivery,Richard Harrison,40,Feminino,49.95,15,34.95,Florida (FL)
2023-03-20,Hambúrguer Duplo,Hambúrguer,19.99,10,10,Christopher Ibarra,Leste,7,Drive-Thru,Robert Gibson,57,Masculino,199.9,100,99.89999999999998,Florida (FL)
2022-08-16,Sundae,Sobremesa,7.99,3,8,Alan Wright,Oeste,14,Drive-Thru,Jeffery Hall,50,Feminino,63.92,24,39.92,California (CA)
2023-08-24,Batata Frita,Acompanhamento,9.99,3,6,Brian Johnson,Oeste,14,Balcão,Charles Scott,65,Masculino,59.94,18,41.94,California (CA)
2022-01-17,Batata Frita,Acompanhamento,9.99,3,8,Paul Poole,Norte,14,Drive-Thru,Jessica Wyatt,65,Feminino,79.92,24,55.92,New York (NY)
2022-11-22,Hambúrguer Duplo,Hambúrguer,19.99,10,5,Willie Vance,Norte,1,Drive-Thru,Jane Vaughan,49,Feminino,99.95,50,49.94999999999999,New York (NY)
2023-03-14,Refrigerante,Bebida,4.99,1,6,Tracy Johnson,Centro,9,Balcão,Thomas Mckee,27,Feminino,29.94,6,23.94,Illinois (IL)
2022-07-22,Sundae,Sobremesa,7.99,3,7,Sarah Benjamin,Centro,3,Delivery,Kimberly Skinner,38,Feminino,55.93,21,34.93,Illinois (IL)
2022-03-14,Milkshake,Sobremesa,10.99,5,10,Todd Archer,Leste,2,Delivery,Bailey Thomas,23,Masculino,109.9,50,59.900000000000006,Florida (FL)
2022-08-03,Refrigerante,Bebida,4.99,1,1,Jean Cross,Oeste,4,Delivery,Courtney Douglas,53,Feminino,4.99,1,3.99,California (CA)
2022-07-21,Batata Frita,Acompanhamento,9.99,3,5,Mark Garcia,Sul,7,Delivery,Debbie Singh,46,Feminino,49.95,15,34.95,Texas (TX)
2022-02-17,Hambúrguer Duplo,Hambúrguer,19.99,10,8,Karen Schroeder,Leste,8,Balcão,Sarah Adams,52,Masculino,159.92,80,79.91999999999999,Florida (FL)
2022-04-26,Refrigerante,Bebida,4.99,1,6,Dana Wright,Centro,2,Delivery,Nathan Good,48,Masculino,29.94,6,23.94,Illinois (IL)
2022-07-30,Sundae,Sobremesa,7.99,3,1,Morgan Wilson,Oeste,1,Balcão,David Alvarez,53,Feminino,7.99,3,4.99,California (CA)
2022-01-26,Refrigerante,Bebida,4.99,1,2,Joan Harrison,Centro,15,Drive-Thru,Dominic Zhang,50,Masculino,9.98,2,7.98,Illinois (IL)
2022-01-20,Hambúrguer Duplo,Hambúrguer,19.99,10,5,Madison Blair,Centro,2,Drive-Thru,Frank Horton,36,Feminino,99.95,50,49.94999999999999,Illinois (IL)
2023-03-14,Hambúrguer Simples,Hambúrguer,14.99,7,9,Christy Harvey,Norte,10,Delivery,Sarah Fields,52,Feminino,134.91,63,71.91,New York (NY)
2023-04-13,Sundae,Sobremesa,7.99,3,7,Johnny Gibbs,Leste,10,Delivery,Elizabeth Johnson MD,70,Masculino,55.93,21,34.93,Florida (FL)
2023-05-22,Milkshake,Sobremesa,10.99,5,3,Christine Davis,Leste,1,Drive-Thru,Valerie Barnes,58,Feminino,32.97,15,17.97,Florida (FL)
2023-06-05,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Jessica Rivas,Centro,2,Balcão,Charles Madden,21,Feminino,119.94,60,59.94,Illinois (IL)
2022-05-03,Sundae,Sobremesa,7.99,3,8,Mary Sweeney,Centro,3,Balcão,Erika Miranda,22,Feminino,63.92,24,39.92,Illinois (IL)
2023-04-09,Sundae,Sobremesa,7.99,3,7,Scott Hardy,Norte,2,Drive-Thru,Ashley Carson,39,Feminino,55.93,21,34.93,New York (NY)
2022-10-16,Batata Frita,Acompanhamento,9.99,3,9,Austin Hardin,Sul,2,Balcão,Michael Keller,27,Masculino,89.91,27,62.91,Texas (TX)
2022-05-23,Milkshake,Sobremesa,10.99,5,9,Lisa Carpenter,Oeste,12,Drive-Thru,Olivia Bailey,70,Masculino,98.91,45,53.91,California (CA)
2023-06-26,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Jordan Hall,Norte,12,Drive-Thru,Mindy Bennett,58,Masculino,139.92999999999998,70,69.92999999999998,New York (NY)
2022-05-13,Refrigerante,Bebida,4.99,1,9,Emily Wilkins,Sul,6,Drive-Thru,Ashley Stark,45,Masculino,44.91,9,35.910000000000004,Texas (TX)
2023-08-07,Hambúrguer Duplo,Hambúrguer,19.99,10,10,Brooke Gomez,Leste,1,Balcão,Tyrone Cooper,62,Masculino,199.9,100,99.89999999999998,Florida (FL)
2023-02-28,Hambúrguer Duplo,Hambúrguer,19.99,10,3,Jeremy Sanchez,Oeste,4,Drive-Thru,Kenneth Beasley,24,Masculino,59.97,30,29.97,California (CA)
2022-12-17,Sundae,Sobremesa,7.99,3,2,Kevin Jackson,Oeste,1,Balcão,Jason Davis,56,Feminino,15.98,6,9.98,California (CA)
2022-03-23,Hambúrguer Duplo,Hambúrguer,19.99,10,8,Dennis Davis,Norte,2,Delivery,Sarah Cardenas,31,Masculino,159.92,80,79.91999999999999,New York (NY)
2021-12-11,Sundae,Sobremesa,7.99,3,4,Mrs. Karen Campbell,Sul,11,Balcão,Steven Miller,37,Masculino,31.96,12,19.96,Texas (TX)
2022-04-24,Refrigerante,Bebida,4.99,1,5,Ashley Maxwell,Centro,4,Delivery,Julia Gallagher,56,Masculino,24.950000000000003,5,19.950000000000003,Illinois (IL)
2022-06-17,Milkshake,Sobremesa,10.99,5,7,Edward Villarreal,Norte,4,Balcão,David Davidson,18,Feminino,76.93,35,41.93000000000001,New York (NY)
2022-06-09,Batata Frita,Acompanhamento,9.99,3,6,Paula Bruce,Sul,8,Drive-Thru,Miranda Atkinson,65,Feminino,59.94,18,41.94,Texas (TX)
2023-09-04,Hambúrguer Simples,Hambúrguer,14.99,7,4,Willie Smith,Centro,9,Delivery,Stephanie Brown,68,Feminino,59.96,28,31.96,Illinois (IL)
2022-11-20,Sundae,Sobremesa,7.99,3,4,Connor Parker,Oeste,10,Delivery,Lisa Ramsey,70,Masculino,31.96,12,19.96,California (CA)
2022-08-04,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Shaun Ferguson DVM,Leste,7,Delivery,Kelly Miller,22,Feminino,39.98,20,19.98,Florida (FL)
2023-06-25,Hambúrguer Duplo,Hambúrguer,19.99,10,6,Christopher Russell,Oeste,13,Drive-Thru,Renee Miller,25,Masculino,119.94,60,59.94,California (CA)
2023-04-02,Sundae,Sobremesa,7.99,3,3,Dennis Henry,Oeste,7,Drive-Thru,Ronald Robles,32,Feminino,23.97,9,14.97,California (CA)
2022-02-18,Sundae,Sobremesa,7.99,3,3,Janet Hicks MD,Sul,9,Drive-Thru,Mary Scott,53,Feminino,23.97,9,14.97,Texas (TX)
2022-12-13,Sundae,Sobremesa,7.99,3,9,Jason Hernandez,Sul,4,Balcão,Shelley Stephenson,63,Feminino,71.91,27,44.91,Texas (TX)
2022-02-08,Batata Frita,Acompanhamento,9.99,3,2,Cynthia Cole,Norte,1,Drive-Thru,David Williams,27,Masculino,19.98,6,13.98,New York (NY)
2022-10-06,Sundae,Sobremesa,7.99,3,4,John Bell,Centro,5,Drive-Thru,William Ford,34,Feminino,31.96,12,19.96,Illinois (IL)
2023-05-06,Hambúrguer Duplo,Hambúrguer,19.99,10,8,Adam Bryant,Sul,14,Balcão,Joshua Harris,56,Masculino,159.92,80,79.91999999999999,Texas (TX)
2022-10-06,Milkshake,Sobremesa,10.99,5,7,Wendy Smith,Centro,7,Drive-Thru,Heather Collier,59,Feminino,76.93,35,41.93000000000001,Illinois (IL)
2022-06-11,Milkshake,Sobremesa,10.99,5,10,Bryan Johnson,Sul,11,Drive-Thru,Stephanie Cardenas,59,Masculino,109.9,50,59.900000000000006,Texas (TX)
2023-07-07,Hambúrguer Simples,Hambúrguer,14.99,7,2,Ian Sanchez,Norte,8,Delivery,Wendy Sanders,54,Masculino,29.98,14,15.98,New York (NY)
2023-04-21,Refrigerante,Bebida,4.99,1,5,Jaclyn Benson,Oeste,13,Delivery,Zachary Hernandez,29,Feminino,24.950000000000003,5,19.950000000000003,California (CA)
2022-06-12,Hambúrguer Simples,Hambúrguer,14.99,7,2,Christopher Johnson,Leste,6,Delivery,Pamela Vasquez,30,Feminino,29.98,14,15.98,Florida (FL)
2022-04-10,Sundae,Sobremesa,7.99,3,5,Christopher Campbell,Sul,8,Drive-Thru,Maxwell Wallace,22,Masculino,39.95,15,24.950000000000003,Texas (TX)
2022-07-21,Refrigerante,Bebida,4.99,1,2,Sarah Dickerson,Oeste,4,Delivery,Christian Chavez,40,Masculino,9.98,2,7.98,California (CA)
2021-11-04,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Karen Johnson,Sul,9,Balcão,John Martin,24,Feminino,39.98,20,19.98,Texas (TX)
2022-04-29,Sundae,Sobremesa,7.99,3,5,Valerie Huffman,Leste,3,Delivery,Susan White,27,Feminino,39.95,15,24.950000000000003,Florida (FL)
2023-08-16,Refrigerante,Bebida,4.99,1,3,Jose Melton,Sul,10,Balcão,Christopher Mitchell,56,Masculino,14.97,3,11.97,Texas (TX)
2022-11-26,Hambúrguer Duplo,Hambúrguer,19.99,10,9,Travis Moyer,Centro,12,Delivery,Justin Hawkins,18,Feminino,179.91,90,89.91,Illinois (IL)
2022-09-29,Batata Frita,Acompanhamento,9.99,3,4,Steven Strong,Leste,14,Delivery,Joan Luna,50,Feminino,39.96,12,27.96,Florida (FL)
2022-06-12,Refrigerante,Bebida,4.99,1,4,Christopher Delgado,Norte,1,Drive-Thru,Edward Ramirez,23,Masculino,19.96,4,15.96,New York (NY)
2022-03-09,Refrigerante,Bebida,4.99,1,8,James Myers,Oeste,11,Balcão,Connor Farrell,54,Masculino,39.92,8,31.92,California (CA)
2021-11-19,Hambúrguer Duplo,Hambúrguer,19.99,10,5,Richard Brewer,Leste,11,Drive-Thru,Arthur Clark,45,Masculino,99.95,50,49.94999999999999,Florida (FL)
2022-10-12,Refrigerante,Bebida,4.99,1,4,Sharon Knight MD,Oeste,9,Balcão,Vanessa Carrillo,58,Masculino,19.96,4,15.96,California (CA)
2023-01-12,Hambúrguer Simples,Hambúrguer,14.99,7,4,Amber Ray,Centro,10,Drive-Thru,Sharon Potter,54,Masculino,59.96,28,31.96,Illinois (IL)
2022-07-14,Hambúrguer Duplo,Hambúrguer,19.99,10,2,Elizabeth Blackburn,Norte,4,Delivery,Matthew Rangel,56,Masculino,39.98,20,19.98,New York (NY)
2023-03-05,Sundae,Sobremesa,7.99,3,9,Andrew Rivas,Norte,5,Drive-Thru,Laura Rodriguez,27,Masculino,71.91,27,44.91,New York (NY)
2023-08-20,Hambúrguer Simples,Hambúrguer,14.99,7,1,Allison Calderon,Sul,12,Balcão,Thomas White,24,Masculino,14.99,7,7.99,Texas (TX)
2022-05-17,Hambúrguer Duplo,Hambúrguer,19.99,10,7,Kyle Willis,Leste,12,Delivery,Carolyn Shelton,23,Masculino,139.92999999999998,70,69.92999999999998,Florida (FL)
2023-05-29,Sundae,Sobremesa,7.99,3,9,Corey Martinez,Leste,2,Balcão,Stephen Marshall,51,Feminino,71.91,27,44.91,Florida (FL)
2022-07-01,Sundae,Sobremesa,7.99,3,7,Nathaniel Gibson,Leste,7,Drive-Thru,Rachel Hughes,49,Masculino,55.93,21,34.93,Florida (FL)
2023-06-21,Milkshake,Sobremesa,10.99,5,7,Miss Tammy Ashley PhD,Sul,5,Balcão,Megan Cardenas,31,Feminino,76.93,35,41.93000000000001,Texas (TX)
2022-04-16,Milkshake,Sobremesa,10.99,5,5,Martin Lucas,Leste,1,Drive-Thru,Brenda Hayes,26,Feminino,54.95,25,29.950000000000003,Florida (FL)
2021-11-29,Hambúrguer Simples,Hambúrguer,14.99,7,2,Taylor Patel,Centro,3,Delivery,Desiree Howard,52,Masculino,29.98,14,15.98,Illinois (IL)
2023-05-22,Refrigerante,Bebida,4.99,1,7,Gabriela Case,Centro,12,Balcão,Michelle Obrien,50,Feminino,34.93,7,27.93,Illinois (IL)
2023-02-18,Milkshake,Sobremesa,10.99,5,7,Raymond Ellis,Oeste,7,Balcão,Brandy Scott,63,Masculino,76.93,35,41.93000000000001,California (CA)
2022-08-17,Sundae,Sobremesa,7.99,3,2,William Valencia,Oeste,13,Balcão,Jillian Smith,37,Feminino,15.98,6,9.98,California (CA)
2022-02-18,Sundae,Sobremesa,7.99,3,1,Jennifer Mcclure,Norte,3,Drive-Thru,William Molina,49,Feminino,7.99,3,4.99,New York (NY)
2023-09-20,Sundae,Sobremesa,7.99,3,4,Stephanie Flynn,Norte,1,Drive-Thru,Taylor Jones,63,Feminino,31.96,12,19.96,New York (NY)
2021-10-04,Refrigerante,Bebida,4.99,1,10,Travis Hill,Norte,5,Balcão,Brian Salas,64,Masculino,49.900000000000006,10,39.900000000000006,New York (NY)
2023-03-26,Refrigerante,Bebida,4.99,1,1,Robert Myers,Leste,6,Drive-Thru,Michael Allen,51,Feminino,4.99,1,3.99,Florida (FL)
2022-01-21,Milkshake,Sobremesa,10.99,5,2,Dominique Ruiz,Oeste,15,Balcão,Elizabeth Mitchell,64,Feminino,21.98,10,11.98,California (CA)
2021-10-16,Milkshake,Sobremesa,10.99,5,7,Lisa Evans,Norte,14,Balcão,Jonathan Bradford,29,Feminino,76.93,35,41.93000000000001,New York (NY)
2023-07-27,Hambúrguer Simples,Hambúrguer,14.99,7,2,David Coleman,Oeste,7,Drive-Thru,Emily Ritter,65,Feminino,29.98,14,15.98,California (CA)
2023-10-02,Hambúrguer Simples,Hambúrguer,14.99,7,1,David Rich,Norte,8,Balcão,Christopher Dodson,60,Masculino,14.99,7,7.99,New York (NY)
2023-04-24,Refrigerante,Bebida,4.99,1,7,George Taylor,Leste,6,Delivery,Jay Diaz,25,Masculino,34.93,7,27.93,Florida (FL)
2022-03-30,Hambúrguer Simples,Hambúrguer,14.99,7,2,Alison Steele,Oeste,12,Balcão,Rebecca Bender,59,Feminino,29.98,14,15.98,California (CA)
2022-10-27,Hambúrguer Duplo,Hambúrguer,19.99,10,3,Richard Garcia,Centro,14,Balcão,Samantha Gray,39,Masculino,59.97,30,29.97,Illinois (IL)
2022-12-06,Hambúrguer Simples,Hambúrguer,14.99,7,1,Amy Espinoza MD,Sul,13,Drive-Thru,Mercedes Sanchez,61,Feminino,14.99,7,7.99,Texas (TX)
2022-11-01,Milkshake,Sobremesa,10.99,5,3,Ashley Watson,Sul,14,Delivery,Daniel Moore,52,Feminino,32.97,15,17.97,Texas (TX)
2021-10-14,Refrigerante,Bebida,4.99,1,7,Edgar Campbell,Centro,10,Delivery,Mr. Daniel Dudley,55,Feminino,34.93,7,27.93,Illinois (IL)
2023-07-24,Hambúrguer Simples,Hambúrguer,14.99,7,7,Angela Hunt,Centro,7,Delivery,Jason Francis,18,Feminino,104.93,49,55.93000000000001,Illinois (IL)
2022-11-29,Batata Frita,Acompanhamento,9.99,3,7,Sarah Malone,Oeste,13,Balcão,Denise Mccall,51,Feminino,69.93,21,48.93000000000001,California (CA)
2021-12-03,Sundae,Sobremesa,7.99,3,5,Mathew Williams,Centro,7,Drive-Thru,Erika Jones,40,Feminino,39.95,15,24.950000000000003,Illinois (IL)
2022-07-17,Milkshake,Sobremesa,10.99,5,3,Travis Francis,Sul,7,Delivery,Earl Campbell,28,Masculino,32.97,15,17.97,Texas (TX)
2022-04-04,Hambúrguer Simples,Hambúrguer,14.99,7,6,Valerie Rice DVM,Leste,11,Drive-Thru,Richard Coffey,70,Feminino,89.94,42,47.94,Florida (FL)
